id,meterId,assetId,date,datetimeUTC,energy,invalid
100676825,1121,982,2021-03-04 17:45:00,2021-03-05 00:45:00 UTC,1500,
102330365,1121,982,2021-03-05 07:45:00,2021-03-05 14:45:00 UTC,2460,
102456720,1121,982,2021-03-05 08:45:00,2021-03-05 15:45:00 UTC,14400,
102584183,1121,982,2021-03-05 09:45:00,2021-03-05 16:45:00 UTC,19560,
102709138,1121,982,2021-03-05 10:45:00,2021-03-05 17:45:00 UTC,35280,
102839343,1121,982,2021-03-05 11:45:00,2021-03-05 18:45:00 UTC,55680,
102973767,1121,982,2021-03-05 12:45:00,2021-03-05 19:45:00 UTC,81780,
103110662,1121,982,2021-03-05 13:45:00,2021-03-05 20:45:00 UTC,76260,
103249464,1121,982,2021-03-05 14:45:00,2021-03-05 21:45:00 UTC,66120,
103390300,1121,982,2021-03-05 15:45:00,2021-03-05 22:45:00 UTC,46440,
103532848,1121,982,2021-03-05 16:45:00,2021-03-05 23:45:00 UTC,15660,
103677562,1121,982,2021-03-05 17:45:00,2021-03-06 00:45:00 UTC,2460,
104853856,1121,982,2021-03-06 07:45:00,2021-03-06 14:45:00 UTC,780,
104930184,1121,982,2021-03-06 08:45:00,2021-03-06 15:45:00 UTC,12060,
105008418,1121,982,2021-03-06 09:45:00,2021-03-06 16:45:00 UTC,34380,
105088867,1121,982,2021-03-06 10:45:00,2021-03-06 17:45:00 UTC,8520,
105173954,1121,982,2021-03-06 11:45:00,2021-03-06 18:45:00 UTC,15420,
105258368,1121,982,2021-03-06 12:45:00,2021-03-06 19:45:00 UTC,15540,
105348736,1121,982,2021-03-06 13:45:00,2021-03-06 20:45:00 UTC,11880,
